person_id,degree_centrality,betweenness_centrality,case_count,repeat_offender_flag,display_name
741,0.0010378827192527244,0.0002955027396433573,5,True,Megha Dhar
2095,0.0020757654385054488,0.0002593679134072207,9,True,Mahika Tripathi
976,0.0015568240788790865,0.00023723459379818826,8,True,Omisha Gera
1981,0.003113648157758173,0.0002149331546443524,15,True,Gaurang Bath
1235,0.0015568240788790865,0.00020914102347998175,4,True,Andrew Wali
29,0.0020757654385054488,0.00019833852544132917,9,True,Janya Thakur
1526,0.002594706798131811,0.0001936656282450675,9,True,Om Saraf
2256,0.0020757654385054488,0.0001838006230529595,14,True,Dominic Maharaj
2264,0.0015568240788790865,0.0001838006230529595,12,True,Varsha Kapadia
708,0.002594706798131811,0.00018156139735762242,13,True,Gautami Manda
1512,0.0015568240788790865,0.00017133956386292836,7,True,Rachana Chokshi
2361,0.0020757654385054488,0.00017133956386292836,7,True,Qushi Bobal
1320,0.0020757654385054488,0.00015864689406928727,11,True,Urishilla Purohit
2040,0.0036325895173845353,0.00015230183454482523,14,True,Saksham Basak
35,0.0015568240788790865,0.00013530249937644166,7,True,Ganga Choudhury
623,0.003113648157758173,0.0001240913811007269,12,True,Wridesh Shenoy
1655,0.0015568240788790865,0.00012357217030114226,5,True,Kavya Dara
799,0.002594706798131811,0.000122533748701973,12,True,Varenya Khurana
1050,0.002594706798131811,0.000122533748701973,21,True,Baljiwan Vig
1937,0.002594706798131811,0.000122533748701973,21,True,Ishwar Bhagat
72,0.0015568240788790865,0.000122533748701973,8,True,Yash Chakraborty
1023,0.0010378827192527244,0.000122533748701973,3,True,Anirudh Lad
1893,0.0010378827192527244,0.000122533748701973,5,True,Udarsh Dugar
2110,0.0015568240788790865,0.00012173880471222817,7,True,Damini Dara
707,0.002594706798131811,0.00012069830210785017,17,True,Farhan Sarkar
192,0.0010378827192527244,0.00012069830210785017,4,True,Mitali Kalita
762,0.0041515308770108976,0.00010366908965039807,20,True,Peter Kale
208,0.0010378827192527244,9.968847352024924e-05,8,True,Qushi Sachar
285,0.0020757654385054488,9.968847352024923e-05,11,True,Rehaan Kulkarni
2082,0.0036325895173845353,9.640013845621318e-05,18,True,Vritti Dani
923,0.002594706798131811,8.386715396061191e-05,11,True,Harshil Panchal
53,0.003113648157758173,7.874697127033576e-05,11,True,Maya Pandit
917,0.003113648157758173,7.874697127033576e-05,9,True,Hemangini Gulati
2561,0.002594706798131811,6.381749306851847e-05,19,True,Divya Sama
161,0.002594706798131811,6.188992731048807e-05,8,True,Champak Sanghvi
201,0.0010378827192527244,6.12668743509865e-05,4,True,Ekaja Nagarajan
1386,0.0010378827192527244,6.12668743509865e-05,9,True,Chanchal Radhakrishnan
271,0.0010378827192527244,6.12668743509865e-05,11,True,Manthan Deshpande
335,0.0010378827192527244,6.12668743509865e-05,4,True,Yachana Kapoor
172,0.0010378827192527244,6.12668743509865e-05,3,True,Upma Rao
2556,0.0010378827192527244,6.12668743509865e-05,9,True,Sachi Kuruvilla
1378,0.0010378827192527244,6.12668743509865e-05,5,True,William Sagar
1233,0.0010378827192527244,6.12668743509865e-05,4,True,Arin Rege
314,0.0010378827192527244,6.12668743509865e-05,2,False,Viraj Vasa
1928,0.0010378827192527244,6.12668743509865e-05,11,True,Yoshita Khalsa
1224,0.0010378827192527244,6.12668743509865e-05,6,True,Teerth Nazareth
2252,0.0010378827192527244,6.12668743509865e-05,2,False,Manbir Naik
1842,0.0010378827192527244,6.12668743509865e-05,7,True,Sarthak Buch
988,0.0010378827192527244,6.12668743509865e-05,4,True,Kavya Ranganathan
884,0.0010378827192527244,6.0349151053925086e-05,7,True,Sathvik Mohanty
616,0.0010378827192527244,6.0349151053925086e-05,7,True,Turvi Sama
1107,0.003113648157758173,5.970924195223261e-05,16,True,Rishi Chokshi
1500,0.0041515308770108976,5.8151609553478716e-05,23,True,Gabriel Dass
872,0.002594706798131811,5.8151609553478716e-05,13,True,Robert Khare
899,0.002594706798131811,5.8151609553478716e-05,12,True,Anmol Setty
1136,0.0015568240788790865,4.9844236760124614e-05,5,True,Mitesh Goswami
2225,0.002594706798131811,4.931048560363266e-05,7,True,Radhika Bassi
1148,0.0010378827192527244,4.786311980138886e-05,9,True,Ansh Vig
1395,0.003113648157758173,4.7585652440221396e-05,17,True,Samarth Shan
1790,0.003113648157758173,3.8421599169262725e-05,10,True,Vrishti Tak
388,0.003113648157758173,3.520367144812295e-05,14,True,Elijah Basak
629,0.002594706798131811,3.5133264105226706e-05,16,True,Jai Mammen
2168,0.0015568240788790865,3.2191069574247145e-05,9,True,Barkha Comar
1860,0.0015568240788790865,3.115264797507788e-05,5,True,Bhavika Sarkar
2126,0.0010378827192527244,2.9075804776739358e-05,3,True,Anjali Sane
1101,0.002594706798131811,2.9075804776739358e-05,14,True,Lajita Ganesh
2513,0.0020757654385054488,2.6012565109450467e-05,4,True,Isaac Handa
2528,0.0020757654385054488,2.596053997923157e-05,15,True,Ansh Dar
1610,0.0010378827192527244,2.497206250507245e-05,4,True,Advik Brahmbhatt
1340,0.0010378827192527244,2.4922118380062307e-05,6,True,Gunbir Sehgal
234,0.0010378827192527244,2.4922118380062307e-05,7,True,Laban Nazareth
832,0.0010378827192527244,2.4922118380062307e-05,7,True,Sai Sahni
206,0.0010378827192527244,2.0076150917272415e-05,8,True,Ansh Wadhwa
1701,0.0020757654385054488,1.869158878504673e-05,15,True,Xalak Vohra
2544,0.0010378827192527244,1.557632398753894e-05,4,True,Nisha Sura
2001,0.0010378827192527244,1.557632398753894e-05,5,True,Chakrika Sachar
2281,0.0020757654385054488,1.5057113187954311e-05,11,True,Advaith Bhatti
1759,0.0020757654385054488,1.4191761855313254e-05,12,True,Manthan Ghose
2373,0.003113648157758173,1.2621767294664485e-05,15,True,Turvi Thaman
2290,0.0020757654385054488,1.2486031252536224e-05,14,True,Yoshita Saini
2229,0.0015568240788790865,1.2461059190031153e-05,4,True,Kevin Tella
789,0.0020757654385054488,1.2461059190031153e-05,23,True,Mohammed Mani
579,0.003113648157758173,1.2461059190031153e-05,17,True,Aachal Batra
1171,0.0020757654385054488,1.2461059190031153e-05,12,True,Chandresh Mahal
2552,0.0015568240788790865,1.1941848390446521e-05,12,True,Bina Basu
364,0.0020757654385054488,1.142263759086189e-05,24,True,Manbir Vasa
2421,0.0020757654385054488,1.142263759086189e-05,29,True,Maanas Dhaliwal
1208,0.002594706798131811,1.107649705780547e-05,7,True,Isaac Venkataraman
543,0.0010378827192527244,1.0384215991692628e-05,4,True,Tanish Lala
1627,0.0015568240788790865,9.345794392523365e-06,12,True,Madhav Seth
33,0.0015568240788790865,8.307372793354102e-06,9,True,Nitara Bhatti
1143,0.002594706798131811,7.268951194184843e-06,11,True,Upma Magar
1006,0.0020757654385054488,7.268951194184843e-06,14,True,Forum Deol
2150,0.002594706798131811,7.2689511941848395e-06,17,True,Samarth Bose
1328,0.0015568240788790865,7.2689511941848395e-06,11,True,Ayush Bajaj
582,0.0015568240788790865,7.2689511941848395e-06,6,True,Urvi Shah
1078,0.0010378827192527244,6.230529595015577e-06,5,True,Jyoti Ganguly
47,0.0010378827192527244,6.230529595015577e-06,3,True,Om Sundaram
1392,0.0010378827192527244,6.230529595015577e-06,12,True,Urmi Sule
1098,0.0010378827192527244,6.230529595015577e-06,3,True,Zayyan Magar
433,0.002594706798131811,6.230529595015577e-06,13,True,Eshana Keer
664,0.003113648157758173,6.230529595015576e-06,20,True,Jai Jayaraman
233,0.002594706798131811,5.711318795430945e-06,13,True,Chasmum Ahluwalia
2317,0.002594706798131811,5.352816100479653e-06,14,True,Niharika Sinha
2017,0.0010378827192527244,5.192107995846314e-06,3,True,Agastya Tara
1508,0.0015568240788790865,5.192107995846314e-06,6,True,Meera Rajan
627,0.0010378827192527244,5.192107995846314e-06,6,True,Madhav Mitter
2145,0.0020757654385054488,4.326756663205261e-06,9,True,Wridesh Naidu
915,0.0010378827192527244,4.162010417512075e-06,12,True,Rajata Krish
2036,0.0010378827192527244,4.162010417512075e-06,2,False,Oliver Sani
136,0.0010378827192527244,4.153686396677051e-06,7,True,Luke Mitra
1238,0.0010378827192527244,4.153686396677051e-06,2,False,Balvan Tripathi
823,0.0015568240788790865,4.153686396677051e-06,8,True,Pratyush Chatterjee
1525,0.0010378827192527244,3.1152647975077884e-06,3,True,Orinder Bava
1772,0.0015568240788790865,3.1152647975077884e-06,6,True,Barkha Joshi
2477,0.0010378827192527244,3.1152647975077884e-06,4,True,Farhan Sandal
1861,0.0010378827192527244,3.1152647975077884e-06,6,True,Utkarsh Deshmukh
1031,0.0020757654385054488,3.1152647975077884e-06,11,True,Wishi Devan
780,0.0015568240788790865,2.769124264451367e-06,9,True,Ijaya Cheema
559,0.002594706798131811,2.4229837313949464e-06,11,True,Jasmit Varghese
822,0.002594706798131811,2.3364485981308413e-06,11,True,Laksh Manda
1229,0.0010378827192527244,2.0810052087560374e-06,3,True,Harini Lala
8,0.0010378827192527244,2.0768431983385256e-06,2,False,Chakradev Kibe
2539,0.0010378827192527244,2.0768431983385256e-06,7,True,Frado Chaudhry
1867,0.0015568240788790865,2.0768431983385256e-06,6,True,Samarth Hari
304,0.002594706798131811,2.0768431983385256e-06,8,True,Wridesh Radhakrishnan
1553,0.0010378827192527244,2.0768431983385256e-06,3,True,Rachita Wable
720,0.0010378827192527244,2.0768431983385256e-06,8,True,Utkarsh Chandra
328,0.0015568240788790865,2.0768431983385256e-06,14,True,Madhav Srinivas
1959,0.0010378827192527244,2.0768431983385256e-06,4,True,Ekalinga Varma
1936,0.0015568240788790865,2.0768431983385256e-06,7,True,Anita Arya
2466,0.0010378827192527244,2.0768431983385256e-06,3,True,Vedika Sekhon
1615,0.003113648157758173,2.0768431983385256e-06,8,True,Chandani Dyal
1957,0.0015568240788790865,1.5576323987538942e-06,18,True,Banjeet Khosla
2216,0.002594706798131811,1.5576323987538942e-06,10,True,Aarnav Bhat
1394,0.0015568240788790865,1.5576323987538942e-06,21,True,Lipika Sampath
834,0.0020757654385054488,1.3873368058373582e-06,18,True,Aishani Bhattacharyya
1123,0.0020757654385054488,1.3845621322256836e-06,14,True,Gagan Tak
1745,0.0015568240788790865,1.2114918656974732e-06,10,True,Arin Gole
588,0.0010378827192527244,1.0405026043780187e-06,11,True,Vihaan Bera
1087,0.0010378827192527244,1.0405026043780187e-06,2,False,Balvan Sharma
312,0.0010378827192527244,1.0405026043780187e-06,14,True,Ekavir Chawla
370,0.0010378827192527244,1.0384215991692628e-06,3,True,Rachana Suri
613,0.0010378827192527244,1.0384215991692628e-06,6,True,Eta Banerjee
219,0.0010378827192527244,1.0384215991692628e-06,7,True,Chakradev Palan
2237,0.0010378827192527244,1.0384215991692628e-06,6,True,Fiyaz Luthra
19,0.0010378827192527244,1.0384215991692628e-06,3,True,Faqid Agate
435,0.0010378827192527244,1.0384215991692628e-06,9,True,Libni Patla
2475,0.0010378827192527244,1.0384215991692628e-06,9,True,Dakshesh Sarma
1193,0.0010378827192527244,1.0384215991692628e-06,8,True,Vasana Salvi
1152,0.0010378827192527244,1.0384215991692628e-06,6,True,Timothy Sur
2360,0.0010378827192527244,1.0384215991692628e-06,8,True,Aarav Shanker
993,0.0010378827192527244,1.0384215991692628e-06,5,True,Keya Issac
2579,0.0010378827192527244,1.0384215991692628e-06,5,True,Yug Hari
116,0.0010378827192527244,1.0384215991692628e-06,2,False,Meghana Walla
654,0.0010378827192527244,1.0384215991692628e-06,5,True,Aishani Choudhary
1554,0.0010378827192527244,1.0384215991692628e-06,6,True,Vivaan Bhalla
1550,0.0010378827192527244,1.0384215991692628e-06,6,True,Yahvi Divan
557,0.0010378827192527244,1.0384215991692628e-06,3,True,Udyati Iyer
1755,0.002594706798131811,7.788161993769471e-07,14,True,Nitara Tandon
1342,0.0020757654385054488,5.202513021890093e-07,9,True,Bakhshi Upadhyay
2491,0.0020757654385054488,5.192107995846314e-07,9,True,Amol Dua
2183,0.0020757654385054488,4.1536863966770515e-07,12,True,Samesh Pandya
434,0.0020757654385054488,2.6012565109450467e-07,12,True,Theodore Borra
1866,0.0020757654385054488,2.6012565109450467e-07,9,True,Netra Krish
2061,0.0015568240788790865,2.596053997923157e-07,8,True,Yagnesh Chaudhuri
827,0.0020757654385054488,2.596053997923157e-07,14,True,Wazir Bajaj
352,0.0015568240788790865,2.596053997923157e-07,13,True,Ishanvi Mukhopadhyay
2566,0.0005189413596263622,0.0,1,False,Janani Lalla
702,0.0,0.0,1,False,Warinder Bumb
1632,0.0,0.0,2,False,Ronith Naik
1870,0.0005189413596263622,0.0,2,False,Dayita Talwar
492,0.0,0.0,1,False,Neelima Jaggi
1643,0.0,0.0,1,False,Qarin Agrawal
2507,0.0,0.0,1,False,Ekanta Keer
2083,0.0,0.0,1,False,Chakradev Kota
1274,0.0,0.0,1,False,Avi Keer
2144,0.0,0.0,3,True,Gopal Jani
798,0.0005189413596263622,0.0,2,False,Udyati Kothari
117,0.0,0.0,3,True,Brijesh Arya
1731,0.0,0.0,1,False,Elijah Bassi
815,0.0,0.0,2,False,Ishita Talwar
195,0.0005189413596263622,0.0,1,False,Chaitaly Soni
1214,0.0005189413596263622,0.0,2,False,Odika Shenoy
2064,0.0,0.0,1,False,Xavier Rastogi
1179,0.0005189413596263622,0.0,4,True,Upasna Arora
2076,0.0005189413596263622,0.0,2,False,Thomas Ram
303,0.0,0.0,2,False,Nitara Ahuja
1549,0.0,0.0,1,False,Lajita Edwin
15,0.0005189413596263622,0.0,2,False,Triveni Yadav
24,0.0,0.0,2,False,Umang Parikh
319,0.0005189413596263622,0.0,2,False,Gaurangi Chauhan
1299,0.0,0.0,2,False,Zayan Bansal
1250,0.0,0.0,2,False,Rachita Kari
2291,0.0,0.0,1,False,Ridhi Bora
2234,0.0,0.0,1,False,Patrick Babu
1260,0.0,0.0,1,False,Orinder Thaman
387,0.0,0.0,3,True,Alexander Date
32,0.0005189413596263622,0.0,1,False,Ishani Dalal
864,0.0,0.0,1,False,Wishi Venkatesh
1175,0.0,0.0,1,False,Caleb Bhargava
1899,0.0,0.0,1,False,Ekantika Sethi
1093,0.0,0.0,1,False,Anita Vora
1584,0.0,0.0,3,True,Tripti Anne
1802,0.0005189413596263622,0.0,3,True,Gopal Taneja
1784,0.0,0.0,5,True,Isaiah Peri
2188,0.0,0.0,3,True,Zayan Bahl
2562,0.0005189413596263622,0.0,2,False,Vidhi Handa
1534,0.0,0.0,1,False,Qadim Tripathi
1080,0.0,0.0,1,False,Avi Hayre
882,0.0,0.0,2,False,Watika Pant
787,0.0005189413596263622,0.0,2,False,Jason Gokhale
1145,0.0005189413596263622,0.0,1,False,Radhika Brar
2177,0.0,0.0,4,True,Prisha Roy
508,0.0,0.0,2,False,Zaitra Parekh
1015,0.0,0.0,1,False,Zehaan Sur
1799,0.0005189413596263622,0.0,1,False,Qadim Badal
317,0.0005189413596263622,0.0,1,False,Girik Hans
604,0.0,0.0,1,False,Abeer Morar
1060,0.0,0.0,3,True,Hiral Rana
1918,0.0,0.0,1,False,Patrick Kibe
1880,0.0,0.0,4,True,Sneha Krish
1495,0.0,0.0,1,False,Manya Nanda
844,0.0,0.0,2,False,Dayamai Sagar
2091,0.0005189413596263622,0.0,1,False,Nakul Srinivas
2551,0.0005189413596263622,0.0,2,False,Chakrika Mall
125,0.0,0.0,2,False,Wridesh Tiwari
1900,0.0,0.0,4,True,Harish Sengupta
1952,0.0,0.0,2,False,Anmol Borra
490,0.0,0.0,1,False,Gaurang Verma
2120,0.0,0.0,2,False,Nidhi Cherian
637,0.0005189413596263622,0.0,2,False,Dalaja Mane
4,0.0,0.0,1,False,Janaki Sidhu
2404,0.0,0.0,2,False,Aarini Sengupta
2378,0.0,0.0,1,False,Januja Agate
728,0.0,0.0,1,False,Yug Borde
2278,0.0,0.0,1,False,Sathvik Merchant
1436,0.0,0.0,1,False,David Parmer
2028,0.0,0.0,2,False,Manthan Pant
226,0.0,0.0,1,False,Isha Dhar
1962,0.0,0.0,1,False,Ekalinga Choudhury
1836,0.0,0.0,2,False,Charvi Saxena
1135,0.0,0.0,1,False,Madhav Kumar
756,0.0005189413596263622,0.0,2,False,Kiaan Gaba
574,0.0,0.0,1,False,Aachal Jhaveri
60,0.0,0.0,1,False,Triya Bhatt
1973,0.0005189413596263622,0.0,4,True,Agastya Varma
1586,0.0,0.0,2,False,Jyoti Mukhopadhyay
1590,0.0,0.0,1,False,Samuel Arya
2355,0.0005189413596263622,0.0,3,True,Ranveer Desai
2249,0.0,0.0,2,False,Kevin Nair
804,0.0,0.0,2,False,Vasudha Ramakrishnan
1804,0.0,0.0,1,False,Zansi Narayanan
2302,0.0005189413596263622,0.0,2,False,Chaaya Char
2585,0.0,0.0,1,False,Shaurya Balan
1379,0.0,0.0,2,False,Veda Butala
1830,0.0,0.0,1,False,Wyatt Pradhan
45,0.0,0.0,1,False,Ekanta Bose
256,0.0,0.0,1,False,Amruta Boase
236,0.0,0.0,3,True,Advik Pillay
607,0.0,0.0,1,False,Fariq Munshi
1545,0.0,0.0,4,True,Bhavika Keer
2432,0.0,0.0,1,False,Alka Das
1753,0.0,0.0,1,False,Ishwar Krishna
943,0.0,0.0,1,False,Samesh Mahajan
1620,0.0,0.0,3,True,Leela Pai
469,0.0005189413596263622,0.0,2,False,Leela Guha
986,0.0,0.0,2,False,Vrinda Saraf
776,0.0005189413596263622,0.0,5,True,Anmol Memon
1003,0.0,0.0,3,True,Hredhaan Mangal
2151,0.0,0.0,2,False,Darsh Wali
1518,0.0005189413596263622,0.0,1,False,Daksh Mand
630,0.0,0.0,3,True,Chandani Krishnamurthy
1608,0.0,0.0,3,True,Sanaya Boase
2213,0.0,0.0,5,True,Girindra Barman
1787,0.0005189413596263622,0.0,2,False,Bhavya Srinivasan
2308,0.0005189413596263622,0.0,3,True,Chaitaly Solanki
1705,0.0,0.0,2,False,Fitan Kaur
143,0.0,0.0,2,False,Yagnesh Sampath
77,0.0,0.0,2,False,Inaya Chaudry
745,0.0,0.0,1,False,Amrita Sule
2273,0.0,0.0,2,False,Benjamin Apte
1018,0.0005189413596263622,0.0,1,False,Janya Lanka
56,0.0005189413596263622,0.0,2,False,Parth Nayar
1697,0.0,0.0,3,True,Dalaja Kohli
845,0.0,0.0,3,True,Omkaar Patil
749,0.0,0.0,1,False,Lohit Ratti
326,0.0,0.0,2,False,Aditya Rau
376,0.0,0.0,1,False,Harshil Singh
154,0.0005189413596263622,0.0,2,False,Utkarsh Gupta
1609,0.0,0.0,6,True,Peter Vaidya
914,0.0005189413596263622,0.0,1,False,Alexander Ram
1660,0.0,0.0,1,False,Balvan Dhillon
1872,0.0005189413596263622,0.0,3,True,Panini Dara
842,0.0,0.0,1,False,Ethan Gade
360,0.0,0.0,1,False,Nilima Patla
1096,0.0,0.0,1,False,Anya Virk
1507,0.0,0.0,1,False,Lavanya Khosla
2442,0.0,0.0,3,True,Gautami Pandya
1091,0.0,0.0,4,True,Warda Warrior
1414,0.0005189413596263622,0.0,5,True,Hema Savant
2005,0.0,0.0,2,False,Sneha Agate
939,0.0,0.0,1,False,Wishi Ratta
2265,0.0,0.0,5,True,Sarthak Memon
2504,0.0,0.0,3,True,Samar Pau
207,0.0,0.0,2,False,Karan Tank
79,0.0005189413596263622,0.0,3,True,Riya Mitra
2316,0.0010378827192527244,0.0,4,True,Turvi Thaker
651,0.0,0.0,2,False,Lohit Swaminathan
427,0.0,0.0,1,False,Gabriel Boase
1591,0.0,0.0,1,False,Ishita Kibe
1764,0.0,0.0,1,False,Yashoda Balay
1647,0.0005189413596263622,0.0,3,True,Upma Grewal
638,0.0,0.0,2,False,Nidhi Ahluwalia
759,0.0,0.0,1,False,Triveni Rajagopalan
512,0.0010378827192527244,0.0,11,True,Jagvi Shenoy
1925,0.0,0.0,1,False,George Dube
1514,0.0,0.0,1,False,Ayushman Lanka
826,0.0005189413596263622,0.0,4,True,Daksh Pant
2240,0.0,0.0,3,True,Amruta Shenoy
2449,0.0,0.0,2,False,Varenya Ramanathan
1184,0.0,0.0,1,False,Dalbir Sharma
200,0.0,0.0,1,False,Yagnesh Barman
2525,0.0,0.0,3,True,Advika Virk
363,0.0010378827192527244,0.0,8,True,Jack Dada
209,0.0,0.0,2,False,Lohit Srivastava
981,0.0,0.0,1,False,Banjeet Vaidya
909,0.0,0.0,2,False,Akshay Balan
2553,0.0,0.0,2,False,Inaya Gandhi
2208,0.0,0.0,1,False,Madhavi Kale
1863,0.0005189413596263622,0.0,5,True,Sanya Char
2334,0.0,0.0,7,True,Logan Thakur
794,0.0,0.0,1,False,Anusha Kashyap
1479,0.0,0.0,2,False,Farhan Viswanathan
1241,0.0,0.0,2,False,Om Divan
2099,0.0,0.0,1,False,Triveni Sanghvi
